年	月	年齢層	状態	数
2015	12	70-74歳	歩行中	32
2015	12	70-74歳	その他	0
2015	12	75-79歳	自動車乗車中	16
2015	12	75-79歳	自動二輪車乗車中	0
2015	12	75-79歳	原付乗車中	5
2015	12	75-79歳	自転車乗用中	7
2015	12	75-79歳	歩行中	31
2015	12	75-79歳	その他	0
2015	12	80-84歳	自動車乗車中	17
2015	12	80-84歳	自動二輪車乗車中	0
2015	12	80-84歳	原付乗車中	3
2015	12	80-84歳	自転車乗用中	9
2015	12	80-84歳	歩行中	37
2015	12	80-84歳	その他	0
2015	12	85歳以上	自動車乗車中	10
2015	12	85歳以上	自動二輪車乗車中	1
2015	12	85歳以上	原付乗車中	2
2015	12	85歳以上	自転車乗用中	5
2015	12	85歳以上	歩行中	32
2015	12	85歳以上	その他	0
2015	11	9歳以下	自動車乗車中	2
2015	11	9歳以下	自動二輪車乗車中	0
2015	11	9歳以下	原付乗車中	0
2015	11	9歳以下	自転車乗用中	0
2015	11	9歳以下	歩行中	2
2015	11	9歳以下	その他	0
2015	11	10-19歳	自動車乗車中	4
2015	11	10-19歳	自動二輪車乗車中	3
2015	11	10-19歳	原付乗車中	0
2015	11	10-19歳	自転車乗用中	2
2015	11	10-19歳	歩行中	2
2015	11	10-19歳	その他	0
2015	11	20-29歳	自動車乗車中	11
2015	11	20-29歳	自動二輪車乗車中	3
2015	11	20-29歳	原付乗車中	3
2015	11	20-29歳	自転車乗用中	3
2015	11	20-29歳	歩行中	4
2015	11	20-29歳	その他	0
2015	11	30-39歳	自動車乗車中	10
2015	11	30-39歳	自動二輪車乗車中	5
2015	11	30-39歳	原付乗車中	0
2015	11	30-39歳	自転車乗用中	0
2015	11	30-39歳	歩行中	7
2015	11	30-39歳	その他	0
2015	11	40-49歳	自動車乗車中	14
2015	11	40-49歳	自動二輪車乗車中	10
2015	11	40-49歳	原付乗車中	1
2015	11	40-49歳	自転車乗用中	3
2015	11	40-49歳	歩行中	14
2015	11	40-49歳	その他	0
2015	11	50-59歳	自動車乗車中	16
2015	11	50-59歳	自動二輪車乗車中	1
2015	11	50-59歳	原付乗車中	0
2015	11	50-59歳	自転車乗用中	3
2015	11	50-59歳	歩行中	8
2015	11	50-59歳	その他	0
2015	11	60-64歳	自動車乗車中	5
2015	11	60-64歳	自動二輪車乗車中	3
2015	11	60-64歳	原付乗車中	0
2015	11	60-64歳	自転車乗用中	3
2015	11	60-64歳	歩行中	12
2015	11	60-64歳	その他	1
2015	11	65-69歳	自動車乗車中	7
2015	11	65-69歳	自動二輪車乗車中	2
2015	11	65-69歳	原付乗車中	4
2015	11	65-69歳	自転車乗用中	6
2015	11	65-69歳	歩行中	8
2015	11	65-69歳	その他	1
2015	11	70-74歳	自動車乗車中	11
2015	11	70-74歳	自動二輪車乗車中	1
2015	11	70-74歳	原付乗車中	1
2015	11	70-74歳	自転車乗用中	7
2015	11	70-74歳	歩行中	19
2015	11	70-74歳	その他	0
2015	11	75-79歳	自動車乗車中	14
2015	11	75-79歳	自動二輪車乗車中	0
2015	11	75-79歳	原付乗車中	4
2015	11	75-79歳	自転車乗用中	12
2015	11	75-79歳	歩行中	24
2015	11	75-79歳	その他	0
2015	11	80-84歳	自動車乗車中	11
2015	11	80-84歳	自動二輪車乗車中	0
2015	11	80-84歳	原付乗車中	0
2015	11	80-84歳	自転車乗用中	4
2015	11	80-84歳	歩行中	38
2015	11	80-84歳	その他	0
2015	11	85歳以上	自動車乗車中	7
2015	11	85歳以上	自動二輪車乗車中	0
2015	11	85歳以上	原付乗車中	1
2015	11	85歳以上	自転車乗用中	5
2015	11	85歳以上	歩行中	37
2015	11	85歳以上	その他	0
2015	10	9歳以下	自動車乗車中	0
2015	10	9歳以下	自動二輪車乗車中	0
2015	10	9歳以下	原付乗車中	0
2015	10	9歳以下	自転車乗用中	0
2015	10	9歳以下	歩行中	1
2015	10	9歳以下	その他	0
2015	10	10-19歳	自動車乗車中	4
2015	10	10-19歳	自動二輪車乗車中	4
2015	10	10-19歳	原付乗車中	3
2015	10	10-19歳	自転車乗用中	0
2015	10	10-19歳	歩行中	2
2015	10	10-19歳	その他	0
2015	10	20-29歳	自動車乗車中	12
2015	10	20-29歳	自動二輪車乗車中	7
2015	10	20-29歳	原付乗車中	3
2015	10	20-29歳	自転車乗用中	1
2015	10	20-29歳	歩行中	5
2015	10	20-29歳	その他	0
2015	10	30-39歳	自動車乗車中	7
2015	10	30-39歳	自動二輪車乗車中	7
2015	10	30-39歳	原付乗車中	0
2015	10	30-39歳	自転車乗用中	0
2015	10	30-39歳	歩行中	4
2015	10	30-39歳	その他	0
2015	10	40-49歳	自動車乗車中	8
2015	10	40-49歳	自動二輪車乗車中	7
2015	10	40-49歳	原付乗車中	1
2015	10	40-49歳	自転車乗用中	3
2015	10	40-49歳	歩行中	6
2015	10	40-49歳	その他	0
2015	10	50-59歳	自動車乗車中	11
2015	10	50-59歳	自動二輪車乗車中	14
2015	10	50-59歳	原付乗車中	2
2015	10	50-59歳	自転車乗用中	5
2015	10	50-59歳	歩行中	12
2015	10	50-59歳	その他	0
2015	10	60-64歳	自動車乗車中	8
2015	10	60-64歳	自動二輪車乗車中	4
2015	10	60-64歳	原付乗車中	2
2015	10	60-64歳	自転車乗用中	4
2015	10	60-64歳	歩行中	11
2015	10	60-64歳	その他	0
2015	10	65-69歳	自動車乗車中	15
2015	10	65-69歳	自動二輪車乗車中	1
2015	10	65-69歳	原付乗車中	3
2015	10	65-69歳	自転車乗用中	6
2015	10	65-69歳	歩行中	15
2015	10	65-69歳	その他	0
2015	10	70-74歳	自動車乗車中	11
2015	10	70-74歳	自動二輪車乗車中	3
2015	10	70-74歳	原付乗車中	1
2015	10	70-74歳	自転車乗用中	6
2015	10	70-74歳	歩行中	16
2015	10	70-74歳	その他	0
2015	10	75-79歳	自動車乗車中	13
2015	10	75-79歳	自動二輪車乗車中	1
2015	10	75-79歳	原付乗車中	2
2015	10	75-79歳	自転車乗用中	8
2015	10	75-79歳	歩行中	29
2015	10	75-79歳	その他	0
2015	10	80-84歳	自動車乗車中	14
2015	10	80-84歳	自動二輪車乗車中	1
2015	10	80-84歳	原付乗車中	2
2015	10	80-84歳	自転車乗用中	13
2015	10	80-84歳	歩行中	29
2015	10	80-84歳	その他	0
2015	10	85歳以上	自動車乗車中	8
2015	10	85歳以上	自動二輪車乗車中	0
2015	10	85歳以上	原付乗車中	1
2015	10	85歳以上	自転車乗用中	8
2015	10	85歳以上	歩行中	27
2015	10	85歳以上	その他	0
2015	9	9歳以下	自動車乗車中	0
2015	9	9歳以下	自動二輪車乗車中	0
2015	9	9歳以下	原付乗車中	0
2015	9	9歳以下	自転車乗用中	1
2015	9	9歳以下	歩行中	1
2015	9	9歳以下	その他	0
2015	9	10-19歳	自動車乗車中	7
2015	9	10-19歳	自動二輪車乗車中	6
2015	9	10-19歳	原付乗車中	0
2015	9	10-19歳	自転車乗用中	2
2015	9	10-19歳	歩行中	1
2015	9	10-19歳	その他	0
2015	9	20-29歳	自動車乗車中	9
2015	9	20-29歳	自動二輪車乗車中	8
2015	9	20-29歳	原付乗車中	2
2015	9	20-29歳	自転車乗用中	1
2015	9	20-29歳	歩行中	4
2015	9	20-29歳	その他	0
2015	9	30-39歳	自動車乗車中	13
2015	9	30-39歳	自動二輪車乗車中	8
2015	9	30-39歳	原付乗車中	1
2015	9	30-39歳	自転車乗用中	1
2015	9	30-39歳	歩行中	2
2015	9	30-39歳	その他	0
2015	9	40-49歳	自動車乗車中	9
2015	9	40-49歳	自動二輪車乗車中	9
2015	9	40-49歳	原付乗車中	2
2015	9	40-49歳	自転車乗用中	6
2015	9	40-49歳	歩行中	9
2015	9	40-49歳	その他	0
2015	9	50-59歳	自動車乗車中	16
2015	9	50-59歳	自動二輪車乗車中	8
2015	9	50-59歳	原付乗車中	2
2015	9	50-59歳	自転車乗用中	2
2015	9	50-59歳	歩行中	11
2015	9	50-59歳	その他	1
2015	9	60-64歳	自動車乗車中	6
2015	9	60-64歳	自動二輪車乗車中	1
2015	9	60-64歳	原付乗車中	0
2015	9	60-64歳	自転車乗用中	2
2015	9	60-64歳	歩行中	5
2015	9	60-64歳	その他	0
2015	9	65-69歳	自動車乗車中	4
2015	9	65-69歳	自動二輪車乗車中	3
2015	9	65-69歳	原付乗車中	2
2015	9	65-69歳	自転車乗用中	7
2015	9	65-69歳	歩行中	14
2015	9	65-69歳	その他	0
2015	9	70-74歳	自動車乗車中	12
2015	9	70-74歳	自動二輪車乗車中	0
2015	9	70-74歳	原付乗車中	0
2015	9	70-74歳	自転車乗用中	6
2015	9	70-74歳	歩行中	10
2015	9	70-74歳	その他	0
2015	9	75-79歳	自動車乗車中	12
2015	9	75-79歳	自動二輪車乗車中	1
2015	9	75-79歳	原付乗車中	1
2015	9	75-79歳	自転車乗用中	9
2015	9	75-79歳	歩行中	23
2015	9	75-79歳	その他	0
2015	9	80-84歳	自動車乗車中	11
2015	9	80-84歳	自動二輪車乗車中	1
2015	9	80-84歳	原付乗車中	0
2015	9	80-84歳	自転車乗用中	6
2015	9	80-84歳	歩行中	21
2015	9	80-84歳	その他	0
2015	9	85歳以上	自動車乗車中	12
2015	9	85歳以上	自動二輪車乗車中	0
2015	9	85歳以上	原付乗車中	1
2015	9	85歳以上	自転車乗用中	4
2015	9	85歳以上	歩行中	23
2015	9	85歳以上	その他	0
2015	8	9歳以下	自動車乗車中	4
2015	8	9歳以下	自動二輪車乗車中	0
2015	8	9歳以下	原付乗車中	0
2015	8	9歳以下	自転車乗用中	1
2015	8	9歳以下	歩行中	2
2015	8	9歳以下	その他	0
2015	8	10-19歳	自動車乗車中	11
2015	8	10-19歳	自動二輪車乗車中	7
2015	8	10-19歳	原付乗車中	5
2015	8	10-19歳	自転車乗用中	1
2015	8	10-19歳	歩行中	1
2015	8	10-19歳	その他	0
2015	8	20-29歳	自動車乗車中	12
2015	8	20-29歳	自動二輪車乗車中	11
2015	8	20-29歳	原付乗車中	0
2015	8	20-29歳	自転車乗用中	1
2015	8	20-29歳	歩行中	3
2015	8	20-29歳	その他	0
2015	8	30-39歳	自動車乗車中	11
2015	8	30-39歳	自動二輪車乗車中	9
2015	8	30-39歳	原付乗車中	1
2015	8	30-39歳	自転車乗用中	1
2015	8	30-39歳	歩行中	8
2015	8	30-39歳	その他	1
2015	8	40-49歳	自動車乗車中	10
2015	8	40-49歳	自動二輪車乗車中	9
2015	8	40-49歳	原付乗車中	1
2015	8	40-49歳	自転車乗用中	0
2015	8	40-49歳	歩行中	6
2015	8	40-49歳	その他	0
2015	8	50-59歳	自動車乗車中	10
2015	8	50-59歳	自動二輪車乗車中	7
2015	8	50-59歳	原付乗車中	1
2015	8	50-59歳	自転車乗用中	3
2015	8	50-59歳	歩行中	8
2015	8	50-59歳	その他	0
2015	8	60-64歳	自動車乗車中	7
2015	8	60-64歳	自動二輪車乗車中	3
2015	8	60-64歳	原付乗車中	2
2015	8	60-64歳	自転車乗用中	5
2015	8	60-64歳	歩行中	5
2015	8	60-64歳	その他	0
2015	8	65-69歳	自動車乗車中	10
2015	8	65-69歳	自動二輪車乗車中	1
2015	8	65-69歳	原付乗車中	1
2015	8	65-69歳	自転車乗用中	4
2015	8	65-69歳	歩行中	7
2015	8	65-69歳	その他	1
2015	8	70-74歳	自動車乗車中	16
2015	8	70-74歳	自動二輪車乗車中	1
2015	8	70-74歳	原付乗車中	2
2015	8	70-74歳	自転車乗用中	11
2015	8	70-74歳	歩行中	10
2015	8	70-74歳	その他	0
2015	8	75-79歳	自動車乗車中	14
2015	8	75-79歳	自動二輪車乗車中	0
2015	8	75-79歳	原付乗車中	6
2015	8	75-79歳	自転車乗用中	8
2015	8	75-79歳	歩行中	11
2015	8	75-79歳	その他	0
2015	8	80-84歳	自動車乗車中	14
2015	8	80-84歳	自動二輪車乗車中	0
2015	8	80-84歳	原付乗車中	0
2015	8	80-84歳	自転車乗用中	4
2015	8	80-84歳	歩行中	21
2015	8	80-84歳	その他	0
2015	8	85歳以上	自動車乗車中	8
2015	8	85歳以上	自動二輪車乗車中	0
2015	8	85歳以上	原付乗車中	2
2015	8	85歳以上	自転車乗用中	6
2015	8	85歳以上	歩行中	15
2015	8	85歳以上	その他	0
2015	7	9歳以下	自動車乗車中	1
2015	7	9歳以下	自動二輪車乗車中	0
2015	7	9歳以下	原付乗車中	0
2015	7	9歳以下	自転車乗用中	0
2015	7	9歳以下	歩行中	4
2015	7	9歳以下	その他	0
2015	7	10-19歳	自動車乗車中	6
2015	7	10-19歳	自動二輪車乗車中	6
2015	7	10-19歳	原付乗車中	0
2015	7	10-19歳	自転車乗用中	1
2015	7	10-19歳	歩行中	4
2015	7	10-19歳	その他	0
2015	7	20-29歳	自動車乗車中	7
2015	7	20-29歳	自動二輪車乗車中	8
2015	7	20-29歳	原付乗車中	0
2015	7	20-29歳	自転車乗用中	3
2015	7	20-29歳	歩行中	5
2015	7	20-29歳	その他	0
2015	7	30-39歳	自動車乗車中	10
2015	7	30-39歳	自動二輪車乗車中	9
2015	7	30-39歳	原付乗車中	1
2015	7	30-39歳	自転車乗用中	4
2015	7	30-39歳	歩行中	9
2015	7	30-39歳	その他	0
2015	7	40-49歳	自動車乗車中	14
2015	7	40-49歳	自動二輪車乗車中	7
2015	7	40-49歳	原付乗車中	3
2015	7	40-49歳	自転車乗用中	1
2015	7	40-49歳	歩行中	6
2015	7	40-49歳	その他	0
2015	7	50-59歳	自動車乗車中	12
2015	7	50-59歳	自動二輪車乗車中	6
2015	7	50-59歳	原付乗車中	6
2015	7	50-59歳	自転車乗用中	9
2015	7	50-59歳	歩行中	16
2015	7	50-59歳	その他	0
2015	7	60-64歳	自動車乗車中	6
2015	7	60-64歳	自動二輪車乗車中	1
2015	7	60-64歳	原付乗車中	1
2015	7	60-64歳	自転車乗用中	4
2015	7	60-64歳	歩行中	6
2015	7	60-64歳	その他	0
2015	7	65-69歳	自動車乗車中	9
2015	7	65-69歳	自動二輪車乗車中	1
2015	7	65-69歳	原付乗車中	2
2015	7	65-69歳	自転車乗用中	3
2015	7	65-69歳	歩行中	8
2015	7	65-69歳	その他	0
2015	7	70-74歳	自動車乗車中	11
2015	7	70-74歳	自動二輪車乗車中	1
2015	7	70-74歳	原付乗車中	2
2015	7	70-74歳	自転車乗用中	3
2015	7	70-74歳	歩行中	7
2015	7	70-74歳	その他	0
2015	7	75-79歳	自動車乗車中	10
2015	7	75-79歳	自動二輪車乗車中	0
2015	7	75-79歳	原付乗車中	2
2015	7	75-79歳	自転車乗用中	8
2015	7	75-79歳	歩行中	18
2015	7	75-79歳	その他	0
2015	7	80-84歳	自動車乗車中	12
2015	7	80-84歳	自動二輪車乗車中	1
2015	7	80-84歳	原付乗車中	3
2015	7	80-84歳	自転車乗用中	4
2015	7	80-84歳	歩行中	18
2015	7	80-84歳	その他	0
2015	7	85歳以上	自動車乗車中	14
2015	7	85歳以上	自動二輪車乗車中	0
2015	7	85歳以上	原付乗車中	1
2015	7	85歳以上	自転車乗用中	7
2015	7	85歳以上	歩行中	12
2015	7	85歳以上	その他	0
2015	6	9歳以下	自動車乗車中	0
2015	6	9歳以下	自動二輪車乗車中	0
2015	6	9歳以下	原付乗車中	0
2015	6	9歳以下	自転車乗用中	0
2015	6	9歳以下	歩行中	3
2015	6	9歳以下	その他	0
2015	6	10-19歳	自動車乗車中	4
2015	6	10-19歳	自動二輪車乗車中	5
2015	6	10-19歳	原付乗車中	1
2015	6	10-19歳	自転車乗用中	3
2015	6	10-19歳	歩行中	1
2015	6	10-19歳	その他	0
2015	6	20-29歳	自動車乗車中	6
2015	6	20-29歳	自動二輪車乗車中	8
2015	6	20-29歳	原付乗車中	3
2015	6	20-29歳	自転車乗用中	0
2015	6	20-29歳	歩行中	5
2015	6	20-29歳	その他	0
2015	6	30-39歳	自動車乗車中	5
2015	6	30-39歳	自動二輪車乗車中	7
2015	6	30-39歳	原付乗車中	3
2015	6	30-39歳	自転車乗用中	3
2015	6	30-39歳	歩行中	6
2015	6	30-39歳	その他	0
2015	6	40-49歳	自動車乗車中	5
2015	6	40-49歳	自動二輪車乗車中	8
2015	6	40-49歳	原付乗車中	1
2015	6	40-49歳	自転車乗用中	1
2015	6	40-49歳	歩行中	8
2015	6	40-49歳	その他	0
2015	6	50-59歳	自動車乗車中	9
2015	6	50-59歳	自動二輪車乗車中	3
2015	6	50-59歳	原付乗車中	1
2015	6	50-59歳	自転車乗用中	2
2015	6	50-59歳	歩行中	7
2015	6	50-59歳	その他	0
2015	6	60-64歳	自動車乗車中	9
2015	6	60-64歳	自動二輪車乗車中	2
2015	6	60-64歳	原付乗車中	1
2015	6	60-64歳	自転車乗用中	1
2015	6	60-64歳	歩行中	6
2015	6	60-64歳	その他	0
2015	6	65-69歳	自動車乗車中	11
2015	6	65-69歳	自動二輪車乗車中	1
2015	6	65-69歳	原付乗車中	3
2015	6	65-69歳	自転車乗用中	4
2015	6	65-69歳	歩行中	6
2015	6	65-69歳	その他	0
2015	6	70-74歳	自動車乗車中	8
2015	6	70-74歳	自動二輪車乗車中	1
2015	6	70-74歳	原付乗車中	4
2015	6	70-74歳	自転車乗用中	4
2015	6	70-74歳	歩行中	9
2015	6	70-74歳	その他	0
2015	6	75-79歳	自動車乗車中	7
2015	6	75-79歳	自動二輪車乗車中	0
2015	6	75-79歳	原付乗車中	2
2015	6	75-79歳	自転車乗用中	6
2015	6	75-79歳	歩行中	15
2015	6	75-79歳	その他	0
2015	6	80-84歳	自動車乗車中	16
2015	6	80-84歳	自動二輪車乗車中	0
2015	6	80-84歳	原付乗車中	4
2015	6	80-84歳	自転車乗用中	8
2015	6	80-84歳	歩行中	17
2015	6	80-84歳	その他	0
2015	6	85歳以上	自動車乗車中	11
2015	6	85歳以上	自動二輪車乗車中	0
2015	6	85歳以上	原付乗車中	3
2015	6	85歳以上	自転車乗用中	6
2015	6	85歳以上	歩行中	13
2015	6	85歳以上	その他	1
2015	5	9歳以下	自動車乗車中	2
2015	5	9歳以下	自動二輪車乗車中	0
2015	5	9歳以下	原付乗車中	0
2015	5	9歳以下	自転車乗用中	1
2015	5	9歳以下	歩行中	6
2015	5	9歳以下	その他	0
2015	5	10-19歳	自動車乗車中	3
2015	5	10-19歳	自動二輪車乗車中	3
2015	5	10-19歳	原付乗車中	2
2015	5	10-19歳	自転車乗用中	3
2015	5	10-19歳	歩行中	0
2015	5	10-19歳	その他	0
2015	5	20-29歳	自動車乗車中	8
2015	5	20-29歳	自動二輪車乗車中	11
2015	5	20-29歳	原付乗車中	2
2015	5	20-29歳	自転車乗用中	2
2015	5	20-29歳	歩行中	6
2015	5	20-29歳	その他	0
2015	5	30-39歳	自動車乗車中	1
2015	5	30-39歳	自動二輪車乗車中	6
2015	5	30-39歳	原付乗車中	1
2015	5	30-39歳	自転車乗用中	2
2015	5	30-39歳	歩行中	4
2015	5	30-39歳	その他	1
2015	5	40-49歳	自動車乗車中	10
2015	5	40-49歳	自動二輪車乗車中	12
2015	5	40-49歳	原付乗車中	0
2015	5	40-49歳	自転車乗用中	1
2015	5	40-49歳	歩行中	7
2015	5	40-49歳	その他	0
2015	5	50-59歳	自動車乗車中	14
2015	5	50-59歳	自動二輪車乗車中	10
2015	5	50-59歳	原付乗車中	3
2015	5	50-59歳	自転車乗用中	3
2015	5	50-59歳	歩行中	3
2015	5	50-59歳	その他	0
2015	5	60-64歳	自動車乗車中	12
2015	5	60-64歳	自動二輪車乗車中	4
2015	5	60-64歳	原付乗車中	0
2015	5	60-64歳	自転車乗用中	3
2015	5	60-64歳	歩行中	6
2015	5	60-64歳	その他	0
2015	5	65-69歳	自動車乗車中	14
2015	5	65-69歳	自動二輪車乗車中	2
2015	5	65-69歳	原付乗車中	1
2015	5	65-69歳	自転車乗用中	5
2015	5	65-69歳	歩行中	4
2015	5	65-69歳	その他	0
2015	5	70-74歳	自動車乗車中	9
2015	5	70-74歳	自動二輪車乗車中	0
2015	5	70-74歳	原付乗車中	1
2015	5	70-74歳	自転車乗用中	6
2015	5	70-74歳	歩行中	8
2015	5	70-74歳	その他	0
2015	5	75-79歳	自動車乗車中	13
2015	5	75-79歳	自動二輪車乗車中	2
2015	5	75-79歳	原付乗車中	3
2015	5	75-79歳	自転車乗用中	4
2015	5	75-79歳	歩行中	15
2015	5	75-79歳	その他	1
2015	5	80-84歳	自動車乗車中	13
2015	5	80-84歳	自動二輪車乗車中	0
2015	5	80-84歳	原付乗車中	4
2015	5	80-84歳	自転車乗用中	8
2015	5	80-84歳	歩行中	15
2015	5	80-84歳	その他	2
2015	5	85歳以上	自動車乗車中	11
2015	5	85歳以上	自動二輪車乗車中	0
2015	5	85歳以上	原付乗車中	1
2015	5	85歳以上	自転車乗用中	6
2015	5	85歳以上	歩行中	14
2015	5	85歳以上	その他	0
2015	4	9歳以下	自動車乗車中	0
2015	4	9歳以下	自動二輪車乗車中	0
2015	4	9歳以下	原付乗車中	0
2015	4	9歳以下	自転車乗用中	1
2015	4	9歳以下	歩行中	5
2015	4	9歳以下	その他	0
2015	4	10-19歳	自動車乗車中	5
2015	4	10-19歳	自動二輪車乗車中	1
2015	4	10-19歳	原付乗車中	1
2015	4	10-19歳	自転車乗用中	1
2015	4	10-19歳	歩行中	1
2015	4	10-19歳	その他	0
2015	4	20-29歳	自動車乗車中	10
2015	4	20-29歳	自動二輪車乗車中	4
2015	4	20-29歳	原付乗車中	3
2015	4	20-29歳	自転車乗用中	4
2015	4	20-29歳	歩行中	5
2015	4	20-29歳	その他	0
2015	4	30-39歳	自動車乗車中	8
2015	4	30-39歳	自動二輪車乗車中	6
2015	4	30-39歳	原付乗車中	0
2015	4	30-39歳	自転車乗用中	6
2015	4	30-39歳	歩行中	2
2015	4	30-39歳	その他	0
2015	4	40-49歳	自動車乗車中	11
2015	4	40-49歳	自動二輪車乗車中	9
2015	4	40-49歳	原付乗車中	0
2015	4	40-49歳	自転車乗用中	2
2015	4	40-49歳	歩行中	9
2015	4	40-49歳	その他	0
2015	4	50-59歳	自動車乗車中	11
2015	4	50-59歳	自動二輪車乗車中	12
2015	4	50-59歳	原付乗車中	3
2015	4	50-59歳	自転車乗用中	4
2015	4	50-59歳	歩行中	4
2015	4	50-59歳	その他	0
2015	4	60-64歳	自動車乗車中	11
2015	4	60-64歳	自動二輪車乗車中	4
2015	4	60-64歳	原付乗車中	2
2015	4	60-64歳	自転車乗用中	7
2015	4	60-64歳	歩行中	7
2015	4	60-64歳	その他	0
2015	4	65-69歳	自動車乗車中	10
2015	4	65-69歳	自動二輪車乗車中	0
2015	4	65-69歳	原付乗車中	4
2015	4	65-69歳	自転車乗用中	6
2015	4	65-69歳	歩行中	11
2015	4	65-69歳	その他	0
2015	4	70-74歳	自動車乗車中	11
2015	4	70-74歳	自動二輪車乗車中	0
2015	4	70-74歳	原付乗車中	3
2015	4	70-74歳	自転車乗用中	5
2015	4	70-74歳	歩行中	19
2015	4	70-74歳	その他	0
2015	4	75-79歳	自動車乗車中	9
2015	4	75-79歳	自動二輪車乗車中	0
2015	4	75-79歳	原付乗車中	3
2015	4	75-79歳	自転車乗用中	9
2015	4	75-79歳	歩行中	10
2015	4	75-79歳	その他	0
2015	4	80-84歳	自動車乗車中	11
2015	4	80-84歳	自動二輪車乗車中	0
2015	4	80-84歳	原付乗車中	0
2015	4	80-84歳	自転車乗用中	5
2015	4	80-84歳	歩行中	18
2015	4	80-84歳	その他	0
2015	4	85歳以上	自動車乗車中	7
2015	4	85歳以上	自動二輪車乗車中	0
2015	4	85歳以上	原付乗車中	1
2015	4	85歳以上	自転車乗用中	3
2015	4	85歳以上	歩行中	15
2015	4	85歳以上	その他	1
2015	3	9歳以下	自動車乗車中	2
2015	3	9歳以下	自動二輪車乗車中	0
2015	3	9歳以下	原付乗車中	0
2015	3	9歳以下	自転車乗用中	2
2015	3	9歳以下	歩行中	3
2015	3	9歳以下	その他	0
2015	3	10-19歳	自動車乗車中	2
2015	3	10-19歳	自動二輪車乗車中	2
2015	3	10-19歳	原付乗車中	4
2015	3	10-19歳	自転車乗用中	6
2015	3	10-19歳	歩行中	4
2015	3	10-19歳	その他	0
2015	3	20-29歳	自動車乗車中	10
2015	3	20-29歳	自動二輪車乗車中	4
2015	3	20-29歳	原付乗車中	0
2015	3	20-29歳	自転車乗用中	3
2015	3	20-29歳	歩行中	2
2015	3	20-29歳	その他	0
2015	3	30-39歳	自動車乗車中	7
2015	3	30-39歳	自動二輪車乗車中	8
2015	3	30-39歳	原付乗車中	3
2015	3	30-39歳	自転車乗用中	2
2015	3	30-39歳	歩行中	4
2015	3	30-39歳	その他	0
2015	3	40-49歳	自動車乗車中	13
2015	3	40-49歳	自動二輪車乗車中	7
2015	3	40-49歳	原付乗車中	1
2015	3	40-49歳	自転車乗用中	4
2015	3	40-49歳	歩行中	5
2015	3	40-49歳	その他	0
2015	3	50-59歳	自動車乗車中	21
2015	3	50-59歳	自動二輪車乗車中	5
2015	3	50-59歳	原付乗車中	2
2015	3	50-59歳	自転車乗用中	3
2015	3	50-59歳	歩行中	11
2015	3	50-59歳	その他	0
2015	3	60-64歳	自動車乗車中	9
2015	3	60-64歳	自動二輪車乗車中	2
2015	3	60-64歳	原付乗車中	0
2015	3	60-64歳	自転車乗用中	5
2015	3	60-64歳	歩行中	7
2015	3	60-64歳	その他	0
2015	3	65-69歳	自動車乗車中	5
2015	3	65-69歳	自動二輪車乗車中	0
2015	3	65-69歳	原付乗車中	2
2015	3	65-69歳	自転車乗用中	4
2015	3	65-69歳	歩行中	9
2015	3	65-69歳	その他	0
2015	3	70-74歳	自動車乗車中	5
2015	3	70-74歳	自動二輪車乗車中	1
2015	3	70-74歳	原付乗車中	4
2015	3	70-74歳	自転車乗用中	6
2015	3	70-74歳	歩行中	12
2015	3	70-74歳	その他	0
2015	3	75-79歳	自動車乗車中	6
2015	3	75-79歳	自動二輪車乗車中	0
2015	3	75-79歳	原付乗車中	1
2015	3	75-79歳	自転車乗用中	12
2015	3	75-79歳	歩行中	15
2015	3	75-79歳	その他	0
2015	3	80-84歳	自動車乗車中	12
2015	3	80-84歳	自動二輪車乗車中	2
2015	3	80-84歳	原付乗車中	1
2015	3	80-84歳	自転車乗用中	9
2015	3	80-84歳	歩行中	21
2015	3	80-84歳	その他	0
2015	3	85歳以上	自動車乗車中	6
2015	3	85歳以上	自動二輪車乗車中	1
2015	3	85歳以上	原付乗車中	0
2015	3	85歳以上	自転車乗用中	2
2015	3	85歳以上	歩行中	18
2015	3	85歳以上	その他	0
2015	2	9歳以下	自動車乗車中	0
2015	2	9歳以下	自動二輪車乗車中	0
2015	2	9歳以下	原付乗車中	0
2015	2	9歳以下	自転車乗用中	0
2015	2	9歳以下	歩行中	2
2015	2	9歳以下	その他	0
2015	2	10-19歳	自動車乗車中	2
2015	2	10-19歳	自動二輪車乗車中	2
2015	2	10-19歳	原付乗車中	0
2015	2	10-19歳	自転車乗用中	3
2015	2	10-19歳	歩行中	0
2015	2	10-19歳	その他	0
2015	2	20-29歳	自動車乗車中	13
2015	2	20-29歳	自動二輪車乗車中	5
2015	2	20-29歳	原付乗車中	0
2015	2	20-29歳	自転車乗用中	3
2015	2	20-29歳	歩行中	4
2015	2	20-29歳	その他	0
2015	2	30-39歳	自動車乗車中	9
2015	2	30-39歳	自動二輪車乗車中	7
2015	2	30-39歳	原付乗車中	0
2015	2	30-39歳	自転車乗用中	1
2015	2	30-39歳	歩行中	4
2015	2	30-39歳	その他	0
2015	2	40-49歳	自動車乗車中	8
2015	2	40-49歳	自動二輪車乗車中	7
2015	2	40-49歳	原付乗車中	5
2015	2	40-49歳	自転車乗用中	2
2015	2	40-49歳	歩行中	7
2015	2	40-49歳	その他	0
2015	2	50-59歳	自動車乗車中	17
